テーブル名,項目名(物理名),データ型,桁,必須,PK
棚ラベル要求データ,PrintQty,NUMBER,3,○,
棚ラベル要求データ,TagType,NVARCHAR2,1,○,
棚ラベル要求データ,Bitnk1,NUMBER,11.2,○,
棚ラベル要求データ,Bitnk2,NUMBER,11.2,○,
棚ラベル要求データ,InputPasteDate,DATE,--,○,
棚ラベル要求データ,DataType,NVARCHAR2,2,○,
棚ラベル要求データ,AddOperator_Cd,NVARCHAR2,20,○,
棚ラベル要求データ,AddDateTime,TIMESTAMP,6,○,
棚ラベル要求データ,AddProc_Cd,NVARCHAR2,40,--,
棚ラベル要求データ,UpdOperator_Cd,NVARCHAR2,20,○,
棚ラベル要求データ,UpdDateTime,TIMESTAMP,6,○,
棚ラベル要求データ,UpdProc_Cd,NVARCHAR2,40,--,
棚ラベル要求エラー,User_Cd,NVARCHAR2,5,○,
棚ラベル要求エラー,HTReqNo,NUMBER,10,○,
棚ラベル要求エラー,HTReqDateTime,TIMESTAMP,6,○,
棚ラベル要求エラー,HTReqDataSeqNo,NUMBER,14,○,
棚ラベル要求エラー,LineNo,NUMBER,5,○,
棚ラベル要求エラー,Func_Cd,NVARCHAR2,20,○,
棚ラベル要求エラー,Error_Cd,NVARCHAR2,5,○,
棚ラベル要求エラー,FuncOtherAuth,VARCHAR,10,○,
棚ラベル要求エラー,AddOperator_Cd,NVARCHAR2,20,○,
棚ラベル要求エラー,AddDateTime,TIMESTAMP,6,○,
棚ラベル要求エラー,AddProc_Cd,NVARCHAR2,40,--,
棚ラベル要求エラー,UpdOperator_Cd,NVARCHAR2,20,○,
棚ラベル要求エラー,UpdDateTime,TIMESTAMP,6,○,
棚ラベル要求エラー,UpdProc_Cd,NVARCHAR2,40,--,
ＥＯＳ管理マスタ,User_Cd,NVARCHAR2,5,○,○
ＥＯＳ管理マスタ,Partner_Cd,NVARCHAR2,6,○,○
ＥＯＳ管理マスタ,Store_Cd,NVARCHAR2,5,○,○
ＥＯＳ管理マスタ,ItemAttributeType,NVARCHAR2,3,○,○
ＥＯＳ管理マスタ,ClassType,NVARCHAR2,1,○,○
ＥＯＳ管理マスタ,Class_Cd,NVARCHAR2,5,○,○
ＥＯＳ管理マスタ,ValidFlag,NVARCHAR2,1,○,
ＥＯＳ管理マスタ,EOSMakeType,NVARCHAR2,2,○,
ＥＯＳ管理マスタ,LogisticsCenter_Cd,NVARCHAR2,6,○,
ＥＯＳ管理マスタ,DistributionMaster_Cd,NVARCHAR2,6,○,
ＥＯＳ管理マスタ,BusinessName,NVARCHAR2,2,--,
ＥＯＳ管理マスタ,DirectTransfer,NVARCHAR2,6,--,
ＥＯＳ管理マスタ,OrderDelimitTime,NVARCHAR2,5,--,
ＥＯＳ管理マスタ,AddOperator_Cd,NVARCHAR2,20,○,
ＥＯＳ管理マスタ,AddDateTime,TIMESTAMP,6,○,
ＥＯＳ管理マスタ,AddProc_Cd,NVARCHAR2,40,--,
ＥＯＳ管理マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
ＥＯＳ管理マスタ,UpdDateTime,TIMESTAMP,6,○,
ＥＯＳ管理マスタ,UpdProc_Cd,NVARCHAR2,40,--,
アラート店舗分類マスタ,User_Cd,NVARCHAR2,5,○,○
アラート店舗分類マスタ,SystemMode_Cd,NVARCHAR2,3,○,○
アラート店舗分類マスタ,Store_Cd,NVARCHAR2,5,○,○
アラート店舗分類マスタ,ClassType,NVARCHAR2,1,○,○
アラート店舗分類マスタ,Class_Cd,NVARCHAR2,5,○,○
アラート店舗分類マスタ,SettingType,NVARCHAR2,1,○,○
アラート店舗分類マスタ,ItemAttributeType,NVARCHAR2,3,○,
アラート店舗分類マスタ,ValidFlag,NVARCHAR2,1,○,
アラート店舗分類マスタ,SettingValue,NUMBER,9.4,○,
アラート店舗分類マスタ,PermitValue,NUMBER,9.4,○,
アラート店舗分類マスタ,MINStockGnk,NUMBER,14.2,,
アラート店舗分類マスタ,MAXStockGnk,NUMBER,14.2,,
アラート店舗分類マスタ,AddOperator_Cd,NVARCHAR2,20,○,
アラート店舗分類マスタ,AddDateTime,TIMESTAMP,6,○,
アラート店舗分類マスタ,AddProc_Cd,NVARCHAR2,40,--,
アラート店舗分類マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
アラート店舗分類マスタ,UpdDateTime,TIMESTAMP,6,○,
アラート店舗分類マスタ,UpdProc_Cd,NVARCHAR2,40,--,
テナント設定区分店舗分類ビュー (2),User_Cd,NVARCHAR2,5,○,○
テナント設定区分店舗分類ビュー (2),SystemMode_Cd,NVARCHAR2,3,○,○
テナント設定区分店舗分類ビュー (2),Store_Cd,NVARCHAR2,5,○,○
テナント設定区分店舗分類ビュー (2),ClassType,NVARCHAR2,1,○,○
テナント設定区分店舗分類ビュー (2),Class_Cd,NVARCHAR2,5,○,○
テナント設定区分店舗分類ビュー (2),SettingType,NVARCHAR2,1,○,
テナント設定区分店舗分類ビュー (2),ItemAttributeType,NVARCHAR2,3,○,
テナント設定区分店舗分類ビュー (2),ValidFlag,NVARCHAR2,1,○,
テナント設定区分店舗分類ビュー (2),SettingValue,NVARCHAR2,1,○,
テナント設定区分店舗分類ビュー (2),AddOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビュー (2),AddDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビュー (2),AddProc_Cd,NVARCHAR2,40,--,
テナント設定区分店舗分類ビュー (2),UpdOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビュー (2),UpdDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビュー (2),UpdProc_Cd,NVARCHAR2,40,--,
テナント設定区分店舗分類ビュー,User_Cd,NVARCHAR2,5,○,○
テナント設定区分店舗分類ビュー,SystemMode_Cd,NVARCHAR2,3,○,○
テナント設定区分店舗分類ビュー,Store_Cd,NVARCHAR2,5,○,○
テナント設定区分店舗分類ビュー,ClassType,NVARCHAR2,1,○,○
テナント設定区分店舗分類ビュー,Class_Cd,NVARCHAR2,5,○,○
テナント設定区分店舗分類ビュー,SettingType,NVARCHAR2,1,○,
テナント設定区分店舗分類ビュー,ItemAttributeType,NVARCHAR2,3,○,
テナント設定区分店舗分類ビュー,ValidFlag,NVARCHAR2,1,○,
テナント設定区分店舗分類ビュー,SettingValue,NVARCHAR2,1,○,
テナント設定区分店舗分類ビュー,AddOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビュー,AddDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビュー,AddProc_Cd,NVARCHAR2,40,--,
テナント設定区分店舗分類ビュー,UpdOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビュー,UpdDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビュー,UpdProc_Cd,NVARCHAR2,40,--,
テナント設定区分店舗分類ビューログ,User_Cd,NVARCHAR2,5,○,
テナント設定区分店舗分類ビューログ,LogDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビューログ,LogOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビューログ,LogType,NVARCHAR2,1,○,
テナント設定区分店舗分類ビューログ,SystemMode_Cd,NVARCHAR2,3,○,
テナント設定区分店舗分類ビューログ,Store_Cd,NVARCHAR2,5,○,
テナント設定区分店舗分類ビューログ,ClassType,NVARCHAR2,1,○,
テナント設定区分店舗分類ビューログ,Class_Cd,NVARCHAR2,5,○,
テナント設定区分店舗分類ビューログ,SettingType,NVARCHAR2,1,○,
テナント設定区分店舗分類ビューログ,ItemAttributeType,NVARCHAR2,3,○,
テナント設定区分店舗分類ビューログ,ValidFlag,NVARCHAR2,1,○,
テナント設定区分店舗分類ビューログ,SettingValue,NVARCHAR2,1,○,
テナント設定区分店舗分類ビューログ,AddOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビューログ,AddDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビューログ,AddProc_Cd,NVARCHAR2,40,--,
テナント設定区分店舗分類ビューログ,UpdOperator_Cd,NVARCHAR2,20,○,
テナント設定区分店舗分類ビューログ,UpdDateTime,TIMESTAMP,6,○,
テナント設定区分店舗分類ビューログ,UpdProc_Cd,NVARCHAR2,40,--,
管理会計用在庫評価方法店舗分類ビュー,User_Cd,NVARCHAR2,5,○,○
管理会計用在庫評価方法店舗分類ビュー,SystemMode_Cd,NVARCHAR2,3,○,○
管理会計用在庫評価方法店舗分類ビュー,Store_Cd,NVARCHAR2,5,○,○
管理会計用在庫評価方法店舗分類ビュー,ClassType,NVARCHAR2,1,○,○
管理会計用在庫評価方法店舗分類ビュー,Class_Cd,NVARCHAR2,5,○,○
管理会計用在庫評価方法店舗分類ビュー,SettingType,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビュー,ItemAttributeType,NVARCHAR2,3,○,
管理会計用在庫評価方法店舗分類ビュー,ValidFlag,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビュー,SettingValue,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビュー,AddOperator_Cd,NVARCHAR2,20,○,
管理会計用在庫評価方法店舗分類ビュー,AddDateTime,TIMESTAMP,6,○,
管理会計用在庫評価方法店舗分類ビュー,AddProc_Cd,NVARCHAR2,40,--,
管理会計用在庫評価方法店舗分類ビュー,UpdOperator_Cd,NVARCHAR2,20,○,
管理会計用在庫評価方法店舗分類ビュー,UpdDateTime,TIMESTAMP,6,○,
管理会計用在庫評価方法店舗分類ビュー,UpdProc_Cd,NVARCHAR2,40,--,
管理会計用在庫評価方法店舗分類ビューログ,User_Cd,NVARCHAR2,5,○,
管理会計用在庫評価方法店舗分類ビューログ,LogDateTime,TIMESTAMP,6,○,
管理会計用在庫評価方法店舗分類ビューログ,LogOperator_Cd,NVARCHAR2,20,○,
管理会計用在庫評価方法店舗分類ビューログ,LogType,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビューログ,SystemMode_Cd,NVARCHAR2,3,○,
管理会計用在庫評価方法店舗分類ビューログ,Store_Cd,NVARCHAR2,5,○,
管理会計用在庫評価方法店舗分類ビューログ,ClassType,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビューログ,Class_Cd,NVARCHAR2,5,○,
管理会計用在庫評価方法店舗分類ビューログ,SettingType,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビューログ,ItemAttributeType,NVARCHAR2,3,○,
管理会計用在庫評価方法店舗分類ビューログ,ValidFlag,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビューログ,SettingValue,NVARCHAR2,1,○,
管理会計用在庫評価方法店舗分類ビューログ,AddOperator_Cd,NVARCHAR2,20,○,
管理会計用在庫評価方法店舗分類ビューログ,AddDateTime,TIMESTAMP,6,○,
管理会計用在庫評価方法店舗分類ビューログ,AddProc_Cd,NVARCHAR2,40,--,
管理会計用在庫評価方法店舗分類ビューログ,UpdOperator_Cd,NVARCHAR2,20,○,
管理会計用在庫評価方法店舗分類ビューログ,UpdDateTime,TIMESTAMP,6,○,
管理会計用在庫評価方法店舗分類ビューログ,UpdProc_Cd,NVARCHAR2,40,--,
財務会計用在庫評価方法店舗分類ビュー,User_Cd,NVARCHAR2,5,○,○
財務会計用在庫評価方法店舗分類ビュー,SystemMode_Cd,NVARCHAR2,3,○,○
財務会計用在庫評価方法店舗分類ビュー,Store_Cd,NVARCHAR2,5,○,○
財務会計用在庫評価方法店舗分類ビュー,ClassType,NVARCHAR2,1,○,○
財務会計用在庫評価方法店舗分類ビュー,Class_Cd,NVARCHAR2,5,○,○
財務会計用在庫評価方法店舗分類ビュー,SettingType,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビュー,ItemAttributeType,NVARCHAR2,3,○,
財務会計用在庫評価方法店舗分類ビュー,ValidFlag,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビュー,SettingValue,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビュー,AddOperator_Cd,NVARCHAR2,20,○,
財務会計用在庫評価方法店舗分類ビュー,AddDateTime,TIMESTAMP,6,○,
財務会計用在庫評価方法店舗分類ビュー,AddProc_Cd,NVARCHAR2,40,--,
財務会計用在庫評価方法店舗分類ビュー,UpdOperator_Cd,NVARCHAR2,20,○,
財務会計用在庫評価方法店舗分類ビュー,UpdDateTime,TIMESTAMP,6,○,
財務会計用在庫評価方法店舗分類ビュー,UpdProc_Cd,NVARCHAR2,40,--,
財務会計用在庫評価方法店舗分類ビューログ,User_Cd,NVARCHAR2,5,○,
財務会計用在庫評価方法店舗分類ビューログ,LogDateTime,TIMESTAMP,6,○,
財務会計用在庫評価方法店舗分類ビューログ,LogOperator_Cd,NVARCHAR2,20,○,
財務会計用在庫評価方法店舗分類ビューログ,LogType,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビューログ,SystemMode_Cd,NVARCHAR2,3,○,
財務会計用在庫評価方法店舗分類ビューログ,Store_Cd,NVARCHAR2,5,○,
財務会計用在庫評価方法店舗分類ビューログ,ClassType,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビューログ,Class_Cd,NVARCHAR2,5,○,
財務会計用在庫評価方法店舗分類ビューログ,SettingType,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビューログ,ItemAttributeType,NVARCHAR2,3,○,
財務会計用在庫評価方法店舗分類ビューログ,ValidFlag,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビューログ,SettingValue,NVARCHAR2,1,○,
財務会計用在庫評価方法店舗分類ビューログ,AddOperator_Cd,NVARCHAR2,20,○,
財務会計用在庫評価方法店舗分類ビューログ,AddDateTime,TIMESTAMP,6,○,
財務会計用在庫評価方法店舗分類ビューログ,AddProc_Cd,NVARCHAR2,40,--,
財務会計用在庫評価方法店舗分類ビューログ,UpdOperator_Cd,NVARCHAR2,20,○,
財務会計用在庫評価方法店舗分類ビューログ,UpdDateTime,TIMESTAMP,6,○,
財務会計用在庫評価方法店舗分類ビューログ,UpdProc_Cd,NVARCHAR2,40,--,
店舗分類率マスタ,User_Cd,NVARCHAR2,5,○,○
店舗分類率マスタ,SystemMode_Cd,NVARCHAR2,3,○,○
店舗分類率マスタ,Store_Cd,NVARCHAR2,5,○,○
店舗分類率マスタ,ClassType,NVARCHAR2,1,○,○
店舗分類率マスタ,Class_Cd,NVARCHAR2,5,○,○
店舗分類率マスタ,SettingType,NVARCHAR2,1,○,○
店舗分類率マスタ,ItemAttributeType,NVARCHAR2,3,○,
店舗分類率マスタ,ValidFlag,NVARCHAR2,1,○,
店舗分類率マスタ,SettingRate,NUMBER,5.2,○,
店舗分類率マスタ,AddOperator_Cd,NVARCHAR2,20,○,
店舗分類率マスタ,AddDateTime,TIMESTAMP,6,○,
店舗分類率マスタ,AddProc_Cd,NVARCHAR2,40,--,
店舗分類率マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
店舗分類率マスタ,UpdDateTime,TIMESTAMP,6,○,
店舗分類率マスタ,UpdProc_Cd,NVARCHAR2,40,--,
物流センターマスタ,User_Cd,NVARCHAR2,5,○,
物流センターマスタ,LogisticsCenter_Cd,NVARCHAR2,6,○,
物流センターマスタ,ValidFlag,NVARCHAR2,1,○,
物流センターマスタ,Name,NVARCHAR2,80,○,
物流センターマスタ,SName,NVARCHAR2,40,○,
物流センターマスタ,AName,NVARCHAR2,40,○,
物流センターマスタ,DistributionMaster_Cd,NVARCHAR2,6,--,
物流センターマスタ,BusinessName,NVARCHAR2,2,--,
物流センターマスタ,EOSMakeType,NVARCHAR2,2,○,
物流センターマスタ,InspectType,NVARCHAR2,1,○,
物流センターマスタ,DirectTransfer,NVARCHAR2,6,--,
物流センターマスタ,GrossWeightStore_Cd,NVARCHAR2,5,--,
物流センターマスタ,DayOffAdjustType,NVARCHAR2,1,○,
物流センターマスタ,MonWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,TueWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,WedWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,ThuWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,FriWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,SatWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,SunWorkdayType,NVARCHAR2,1,○,
物流センターマスタ,MonLeadTime,NUMBER,2,○,
物流センターマスタ,TueLeadTime,NUMBER,2,○,
物流センターマスタ,WedLeadTime,NUMBER,2,○,
物流センターマスタ,ThuLeadTime,NUMBER,2,○,
物流センターマスタ,FriLeadTime,NUMBER,2,○,
物流センターマスタ,SatLeadTime,NUMBER,2,○,
物流センターマスタ,SunLeadTime,NUMBER,2,○,
物流センターマスタ,AddOperator_Cd,NVARCHAR2,20,○,
物流センターマスタ,AddDateTime,TIMESTAMP,6,○,
物流センターマスタ,AddProc_Cd,NVARCHAR2,40,--,
物流センターマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
物流センターマスタ,UpdDateTime,TIMESTAMP,6,○,
物流センターマスタ,UpdProc_Cd,NVARCHAR2,40,--,
在庫自動発注用リードタイム,User_Cd,NVARCHAR2,5,○,○
在庫自動発注用リードタイム,Store_Cd,NVARCHAR2,5,○,○
在庫自動発注用リードタイム,Partner_Cd,NVARCHAR2,6,○,○
在庫自動発注用リードタイム,LeadTime,NUMBER,2,○,
在庫自動発注用リードタイム,AddOperator_Cd,NVARCHAR2,20,○,
在庫自動発注用リードタイム,AddDateTime,TIMESTAMP,6,○,
在庫自動発注用リードタイム,AddProc_Cd,NVARCHAR2,40,--,
在庫自動発注用リードタイム,UpdOperator_Cd,NVARCHAR2,20,○,
在庫自動発注用リードタイム,UpdDateTime,TIMESTAMP,6,○,
在庫自動発注用リードタイム,UpdProc_Cd,NVARCHAR2,40,--,
店舗別自動発注停止マスタ,User_Cd,NVARCHAR2,5,○,○
店舗別自動発注停止マスタ,Store_Cd,NVARCHAR2,5,○,○
店舗別自動発注停止マスタ,ValidFlag,NVARCHAR2,1,○,
店舗別自動発注停止マスタ,AOStopStartDate,DATE,--,○,
店舗別自動発注停止マスタ,AOStopEndDate,DATE,--,○,
店舗別自動発注停止マスタ,CarriedQtyType,NVARCHAR2,1,○,
店舗別自動発注停止マスタ,AddOperator_Cd,NVARCHAR2,20,○,
店舗別自動発注停止マスタ,AddDateTime,TIMESTAMP,6,○,
店舗別自動発注停止マスタ,AddProc_Cd,NVARCHAR2,40,--,
店舗別自動発注停止マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
店舗別自動発注停止マスタ,UpdDateTime,TIMESTAMP,6,○,
店舗別自動発注停止マスタ,UpdProc_Cd,NVARCHAR2,40,--,
惣菜コーナーマスタ,User_Cd,NVARCHAR2,5,○,○
惣菜コーナーマスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜コーナーマスタ,CornerNo,NUMBER,2,○,○
惣菜コーナーマスタ,ValidFlag,NVARCHAR2,1,○,
惣菜コーナーマスタ,Name,NVARCHAR2,40,○,
惣菜コーナーマスタ,AddOperator_Cd,NVARCHAR2,20,○,
惣菜コーナーマスタ,AddDateTime,TIMESTAMP,6,○,
惣菜コーナーマスタ,AddProc_Cd,NVARCHAR2,40,--,
惣菜コーナーマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜コーナーマスタ,UpdDateTime,TIMESTAMP,6,○,
惣菜コーナーマスタ,UpdProc_Cd,NVARCHAR2,40,--,
惣菜原体商品納品タイミングマスタ,User_Cd,NVARCHAR2,5,○,○
惣菜原体商品納品タイミングマスタ,Partner_Cd,NVARCHAR2,6,○,○
惣菜原体商品納品タイミングマスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜原体商品納品タイミングマスタ,ValidFlag,NVARCHAR2,1,○,
惣菜原体商品納品タイミングマスタ,DeliveryTimeType,NVARCHAR2,1,○,
惣菜原体商品納品タイミングマスタ,AddOperator_Cd,NVARCHAR2,20,○,
惣菜原体商品納品タイミングマスタ,AddDateTime,TIMESTAMP,6,○,
惣菜原体商品納品タイミングマスタ,AddProc_Cd,NVARCHAR2,40,--,
惣菜原体商品納品タイミングマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜原体商品納品タイミングマスタ,UpdDateTime,TIMESTAMP,6,○,
惣菜原体商品納品タイミングマスタ,UpdProc_Cd,NVARCHAR2,40,--,
惣菜自動発注期間マスタ,User_Cd,NVARCHAR2,5,○,○
惣菜自動発注期間マスタ,Store_Cd,NVARCHAR2,5,○,○
惣菜自動発注期間マスタ,ValidFlag,NVARCHAR2,1,○,
惣菜自動発注期間マスタ,AutoOrderStartDate,DATE,--,○,
惣菜自動発注期間マスタ,AutoOrderEndDate,DATE,--,○,
惣菜自動発注期間マスタ,AddOperator_Cd,NVARCHAR2,20,○,
惣菜自動発注期間マスタ,AddDateTime,TIMESTAMP,6,○,
惣菜自動発注期間マスタ,AddProc_Cd,NVARCHAR2,40,--,
惣菜自動発注期間マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
惣菜自動発注期間マスタ,UpdDateTime,TIMESTAMP,6,○,
惣菜自動発注期間マスタ,UpdProc_Cd,NVARCHAR2,40,--,
委託分類判定マスタ,User_Cd,NVARCHAR2,5,○,○
委託分類判定マスタ,SystemMode_Cd,NVARCHAR2,3,○,○
委託分類判定マスタ,Store_Cd,NVARCHAR2,5,○,○
委託分類判定マスタ,ItemAttributeType,NVARCHAR2,3,○,○
委託分類判定マスタ,Class3_Cd,NVARCHAR2,5,○,○
委託分類判定マスタ,Class4_Cd,NVARCHAR2,5,○,○
委託分類判定マスタ,Class5_Cd,NVARCHAR2,5,○,○
委託分類判定マスタ,ValidFlag,NVARCHAR2,1,○,
委託分類判定マスタ,ConsignType,NVARCHAR2,1,○,
委託分類判定マスタ,InspectStartDate,DATE,--,○,
委託分類判定マスタ,InspectEndDate,DATE,--,○,
委託分類判定マスタ,RsvChar1,NVARCHAR2,10,--,
委託分類判定マスタ,RsvChar2,NVARCHAR2,10,--,
委託分類判定マスタ,RsvChar3,NVARCHAR2,10,--,
委託分類判定マスタ,RsvChar4,NVARCHAR2,10,--,
委託分類判定マスタ,RsvNum1,NUMBER,10,--,
委託分類判定マスタ,RsvNum2,NUMBER,10,--,
委託分類判定マスタ,RsvNum3,NUMBER,10,--,
委託分類判定マスタ,RsvNum4,NUMBER,10,--,
委託分類判定マスタ,RsvDate1,DATE,--,--,
委託分類判定マスタ,RsvDateTime1,TIMESTAMP,--,--,
委託分類判定マスタ,AddOperator_Cd,NVARCHAR2,20,○,
委託分類判定マスタ,AddDateTime,TIMESTAMP,6,○,
委託分類判定マスタ,AddProc_Cd,NVARCHAR2,40,--,
委託分類判定マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
委託分類判定マスタ,UpdDateTime,TIMESTAMP,6,○,
委託分類判定マスタ,UpdProc_Cd,NVARCHAR2,40,--,
パートナーマスタ,User_Cd,NVARCHAR2,5,○,◯
パートナーマスタ,Partner_Cd,NVARCHAR2,6,○,◯
パートナーマスタ,Name,NVARCHAR2,80,○,
パートナーマスタ,Sname,NVARCHAR2,40,○,
パートナーマスタ,Aname,NVARCHAR2,40,○,
パートナーマスタ,ValidFlag,NVARCHAR2,1,○,
パートナーマスタ,Company_Cd,NVARCHAR2,5,○,
パートナーマスタ,PayPartner_Cd,NVARCHAR2,6,○,
パートナーマスタ,PartnerType,NVARCHAR2,2,○,
パートナーマスタ,SubconType,NVARCHAR2,1,○,
パートナーマスタ,TradeType,NVARCHAR2,1,○,
パートナーマスタ,PayTargetType,NVARCHAR2,1,○,
パートナーマスタ,ChangeStore_Cd,NVARCHAR2,5,○,
パートナーマスタ,PartnerControlFlag,NVARCHAR2,1,○,
パートナーマスタ,TradeStartDate,DATE,--,--,
パートナーマスタ,TradeEndDate,DATE,--,--,
パートナーマスタ,TradeUpdDate,DATE,--,--,
パートナーマスタ,TradeStopType,NVARCHAR2,1,○,
パートナーマスタ,FpsType,NVARCHAR2,1,○,
パートナーマスタ,FpsStopDate,DATE,--,--,
パートナーマスタ,FpsAgreeNo,NVARCHAR2,6,--,
パートナーマスタ,OrderType,NVARCHAR2,1,○,
パートナーマスタ,OrderStartDate,DATE,--,○,
パートナーマスタ,DCKeepType,NVARCHAR2,1,○,
パートナーマスタ,OrderFaxNo,NVARCHAR2,20,--,
パートナーマスタ,EmergencyTelNo,NVARCHAR2,20,--,
パートナーマスタ,EmergencyOperator,NVARCHAR2,80,--,
パートナーマスタ,OrderLeadTime,NUMBER,3,○,
パートナーマスタ,OrderLimitDate,NUMBER,3,○,
パートナーマスタ,CostRoundType,NVARCHAR2,1,○,
パートナーマスタ,OrderTaxType,NVARCHAR2,1,○,
パートナーマスタ,AutoOrderFaxType,NVARCHAR2,1,○,
パートナーマスタ,OldPartner_Cd,NVARCHAR2,6,--,
パートナーマスタ,ParentPartner_Cd,NVARCHAR2,6,○,
パートナーマスタ,CompanyParentPartner_Cd,NVARCHAR2,6,○,
パートナーマスタ,RsvPartner_Cd1,NVARCHAR2,6,--,
パートナーマスタ,RsvPartner_Cd2,NVARCHAR2,6,--,
パートナーマスタ,TradeNotes,NVARCHAR2,300,--,
パートナーマスタ,Branch_Cd,NVARCHAR2,3,--,
パートナーマスタ,OrderBranch_Cd,NVARCHAR2,3,--,
パートナーマスタ,ReturnBranch_Cd,NVARCHAR2,3,--,
パートナーマスタ,RsvChar1,NVARCHAR2,10,--,
パートナーマスタ,RsvChar2,NVARCHAR2,10,--,
パートナーマスタ,RsvChar3,NVARCHAR2,10,--,
パートナーマスタ,RsvChar4,NVARCHAR2,10,--,
パートナーマスタ,RsvNum1,NUMBER,10,--,
パートナーマスタ,RsvNum2,NUMBER,10,--,
パートナーマスタ,RsvNum3,NUMBER,10,--,
パートナーマスタ,RsvNum4,NUMBER,10,--,
パートナーマスタ,RsvDate1,DATE,--,--,
パートナーマスタ,RsvDateTime1,TIMESTAMP,--,--,
パートナーマスタ,AddOperator_Cd,NVARCHAR2,20,○,
パートナーマスタ,AddDateTime,TIMESTAMP,6,○,
パートナーマスタ,AddProc_Cd,NVARCHAR2,40,--,
パートナーマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
パートナーマスタ,UpdDateTime,TIMESTAMP,6,○,
パートナーマスタ,UpdProc_Cd,NVARCHAR2,40,--,
パートナー拡張マスタ,User_Cd,NVARCHAR2,5,○,◯
パートナー拡張マスタ,Partner_Cd,NVARCHAR2,6,○,◯
パートナー拡張マスタ,ValidFlag,NVARCHAR2,1,○,
パートナー拡張マスタ,OrderEDIType,NVARCHAR2,1,○,
パートナー拡張マスタ,OrderClosingType,NVARCHAR2,1,○,
パートナー拡張マスタ,OrderAddSendType,NVARCHAR2,1,○,
パートナー拡張マスタ,RsvChar1,NVARCHAR2,20,--,
パートナー拡張マスタ,RsvChar2,NVARCHAR2,20,--,
パートナー拡張マスタ,RsvChar3,NVARCHAR2,20,--,
パートナー拡張マスタ,RsvChar4,NVARCHAR2,20,--,
パートナー拡張マスタ,RsvNum1,NUMBER,10,--,
パートナー拡張マスタ,RsvNum2,NUMBER,10,--,
パートナー拡張マスタ,RsvNum3,NUMBER,10,--,
パートナー拡張マスタ,RsvNum4,NUMBER,10,--,
パートナー拡張マスタ,RsvDate1,DATE,--,--,
パートナー拡張マスタ,RsvDateTime1,TIMESTAMP,--,--,
パートナー拡張マスタ,AddOperator_Cd,NVARCHAR2,20,○,
パートナー拡張マスタ,AddDateTime,TIMESTAMP,6,○,
パートナー拡張マスタ,AddProc_Cd,NVARCHAR2,40,--,
パートナー拡張マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
パートナー拡張マスタ,UpdDateTime,TIMESTAMP,6,○,
パートナー拡張マスタ,UpdProc_Cd,NVARCHAR2,40,--,
支払先マスタ,User_Cd,NVARCHAR2,5,○,◯
